data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
1098.00;1to2_0;13.50;21.16;17.00
1098.00;1to2_1;21.04;28.65;7.00
1099.00;1to2_0;13.50;21.03;18.00
1099.00;1to2_1;28.58;28.58;8.00
1100.00;1to2_0;21.01;21.01;19.00
1100.00;1to2_1;28.53;28.53;9.00
1101.00;1to2_0;21.01;21.01;20.00
1101.00;1to2_1;28.51;28.51;10.00
1102.00;1to2_0;21.00;21.00;21.00
1102.00;1to2_1;28.50;28.50;11.00
1103.00;1to2_0;21.00;21.00;22.00
1103.00;1to2_1;28.50;28.50;12.00
1104.00;1to2_0;21.00;21.00;23.00
1104.00;1to2_1;28.50;28.50;13.00
1105.00;1to2_0;21.00;21.00;24.00
1105.00;1to2_1;28.50;28.50;14.00
1106.00;1to2_0;21.00;21.00;25.00
1106.00;1to2_1;28.50;28.50;15.00
1107.00;1to2_0;21.00;21.00;26.00
1107.00;1to2_1;28.50;28.50;16.00
1108.00;1to2_0;21.00;21.00;27.00
1108.00;1to2_1;28.50;28.50;17.00
1109.00;1to2_0;21.00;21.00;28.00
1109.00;1to2_1;28.50;28.50;18.00
1110.00;1to2_0;21.00;21.00;29.00
1110.00;1to2_1;28.50;28.50;19.00
1111.00;1to2_0;21.00;21.00;30.00
1111.00;1to2_1;28.50;28.50;20.00
1112.00;1to2_0;21.00;21.00;31.00
1112.00;1to2_1;28.50;28.50;21.00
1113.00;1to2_0;21.00;21.00;32.00
1113.00;1to2_1;28.50;28.50;22.00
1114.00;1to2_0;21.00;21.00;33.00
1114.00;1to2_1;28.50;28.50;23.00
1115.00;1to2_0;21.00;21.00;34.00
1115.00;1to2_1;28.50;28.50;24.00
1116.00;1to2_0;21.00;21.00;35.00
1116.00;1to2_1;28.50;28.50;25.00
1117.00;1to2_0;21.00;21.00;36.00
1117.00;1to2_1;28.50;28.50;26.00
1118.00;1to2_0;21.00;21.00;37.00
1118.00;1to2_1;28.50;28.50;27.00
1119.00;1to2_0;21.00;21.00;38.00
1119.00;1to2_1;28.50;28.50;28.00
1120.00;1to2_0;21.00;21.00;39.00
1120.00;1to2_1;28.50;28.50;29.00
1121.00;1to2_0;21.00;21.00;40.00
1121.00;1to2_1;28.50;28.50;30.00
1122.00;1to2_0;21.00;21.00;41.00
1122.00;1to2_1;28.50;28.50;31.00
1123.00;1to2_0;21.00;21.00;42.00
1123.00;1to2_1;28.50;28.50;32.00
1124.00;1to2_0;21.00;28.61;43.00
1124.00;1to2_1;28.50;36.04;33.00
1125.00;1to2_0;28.55;28.55;28.00
1125.00;1to2_1;36.01;43.96;30.00
1126.00;1to2_0;28.52;36.28;27.00
1126.00;1to2_1;36.01;43.68;29.00
1127.00;1to2_0;28.51;53.99;3.00
1127.00;1to2_1;36.01;51.35;29.00
1128.00;1to2_0;36.04;43.68;1.00
1128.00;1to2_1;43.52;59.03;4.00
1129.00;1to2_0;0.00;51.53;0.00
1129.00;1to2_1;51.04;58.73;2.00
1130.00;1to2_0;0.00;59.04;0.00
1130.00;1to2_1;51.02;58.59;2.00
1131.00;1to2_0;0.00;58.69;0.00
1131.00;1to2_1;58.52;58.52;1.00
1132.00;1to2_0;0.00;58.44;0.00
1132.00;1to2_1;0.00;57.87;0.00
1133.00;1to2_1;0.00;57.21;0.00
1134.00;;;;
1135.00;;;;
1136.00;;;;
1137.00;;;;
1138.00;;;;
1139.00;;;;
1140.00;;;;
1141.00;;;;
1142.00;;;;
1143.00;;;;
1144.00;;;;
1145.00;;;;
1146.00;;;;
1147.00;;;;
1148.00;;;;
1149.00;;;;
1150.00;;;;
1151.00;;;;
1152.00;;;;
1153.00;;;;
1154.00;;;;
1155.00;;;;
1156.00;;;;
1157.00;;;;
1158.00;;;;
1159.00;;;;
1160.00;;;;
1161.00;;;;
1162.00;;;;
1163.00;;;;
1164.00;;;;
1165.00;;;;
1166.00;;;;
1167.00;;;;
1168.00;;;;
1169.00;;;;
1170.00;;;;
1171.00;;;;
1172.00;;;;
1173.00;;;;
1174.00;;;;
1175.00;;;;
1176.00;;;;
1177.00;1to2_0;0.00;6.12;0.00
1178.00;1to2_0;0.00;6.01;0.00
1179.00;1to2_0;6.00;6.00;1.00
1180.00;1to2_0;6.00;6.00;2.00
1181.00;1to2_0;6.00;6.00;3.00
1181.00;1to2_1;6.03;6.03;1.00
1182.00;1to2_0;6.00;6.00;4.00
1182.00;1to2_1;6.01;6.01;2.00
1183.00;1to2_0;6.00;6.00;5.00
1183.00;1to2_1;6.00;6.00;3.00
1184.00;1to2_0;6.00;6.00;6.00
1184.00;1to2_1;6.00;6.00;4.00
1185.00;1to2_0;6.00;6.00;7.00
1185.00;1to2_1;6.00;6.00;5.00
1186.00;1to2_0;6.00;6.00;8.00
1186.00;1to2_1;6.00;6.00;6.00
1187.00;1to2_0;6.00;6.00;9.00
1187.00;1to2_1;6.00;6.00;7.00
1188.00;1to2_0;6.00;6.00;10.00
1188.00;1to2_1;6.00;6.00;8.00
1189.00;1to2_0;6.00;13.62;11.00
1189.00;1to2_1;6.00;6.00;9.00
1190.00;1to2_0;6.00;13.51;12.00
1190.00;1to2_1;6.00;13.56;10.00
1191.00;1to2_0;13.50;13.50;13.00
1191.00;1to2_1;13.52;13.52;11.00
1192.00;1to2_0;13.50;21.18;14.00
1192.00;1to2_1;13.51;13.51;12.00
1193.00;1to2_0;13.50;21.03;15.00
1193.00;1to2_1;13.50;13.50;13.00
1194.00;1to2_0;21.01;21.01;16.00
1194.00;1to2_1;13.50;13.50;14.00
1195.00;1to2_0;21.00;21.00;17.00
1195.00;1to2_1;13.50;13.50;15.00
1196.00;1to2_0;21.00;21.00;18.00
1196.00;1to2_1;13.50;13.50;16.00
1197.00;1to2_0;21.00;21.00;19.00
1197.00;1to2_1;21.00;21.00;17.00
1198.00;1to2_0;21.00;21.00;20.00
1198.00;1to2_1;21.00;21.00;18.00
1199.00;1to2_0;21.00;21.00;21.00
1199.00;1to2_1;21.00;21.00;19.00
1200.00;1to2_0;21.00;21.00;22.00
1200.00;1to2_1;21.00;21.00;20.00
1201.00;1to2_0;21.00;21.00;23.00
1201.00;1to2_1;21.00;21.00;21.00
1202.00;1to2_0;21.00;21.00;24.00
1202.00;1to2_1;21.00;21.00;22.00
1203.00;1to2_0;21.00;21.00;25.00
1203.00;1to2_1;21.00;21.00;23.00
1204.00;1to2_0;21.00;21.00;26.00
1204.00;1to2_1;21.00;21.00;24.00
1205.00;1to2_0;21.00;21.00;27.00
1205.00;1to2_1;21.00;21.00;25.00
1206.00;1to2_0;21.00;21.00;28.00
1206.00;1to2_1;21.00;21.00;26.00
1207.00;1to2_0;21.00;21.00;29.00
1207.00;1to2_1;21.00;21.00;27.00
1208.00;1to2_0;21.00;21.00;30.00
1208.00;1to2_1;21.00;21.00;28.00
1209.00;1to2_0;21.00;21.00;31.00
1209.00;1to2_1;21.00;21.00;29.00
1210.00;1to2_0;21.00;21.00;32.00
1210.00;1to2_1;21.00;21.00;30.00
1211.00;1to2_0;21.00;21.00;33.00
1211.00;1to2_1;21.00;21.00;31.00
1212.00;1to2_0;21.00;21.00;34.00
1212.00;1to2_1;21.00;21.00;32.00
1213.00;1to2_0;21.00;21.00;35.00
1213.00;1to2_1;21.00;21.00;33.00
1214.00;1to2_0;21.00;28.50;36.00
1214.00;1to2_1;21.00;21.00;34.00
1215.00;1to2_0;28.50;36.23;25.00
1215.00;1to2_1;21.00;28.51;25.00
1216.00;1to2_0;28.50;36.06;23.00
1216.00;1to2_1;28.51;36.63;20.00
1217.00;1to2_0;36.03;43.72;3.00
1217.00;1to2_1;28.50;44.97;2.00
1218.00;1to2_0;43.62;43.62;2.00
1218.00;1to2_1;0.00;44.10;0.00
1219.00;1to2_0;43.56;43.56;2.00
1219.00;1to2_1;0.00;43.60;0.00
1220.00;1to2_0;0.00;42.86;0.00
1220.00;1to2_1;0.00;42.97;0.00
1221.00;1to2_0;0.00;41.67;0.00
1222.00;;;;
1223.00;;;;
1224.00;;;;
1225.00;;;;
1226.00;;;;
1227.00;;;;
1228.00;;;;
1229.00;;;;
1230.00;;;;
1231.00;;;;
1232.00;;;;
1233.00;;;;
1234.00;;;;
1235.00;;;;
1236.00;;;;
1237.00;;;;
1238.00;;;;
1239.00;;;;
1240.00;;;;
1241.00;;;;
1242.00;;;;
1243.00;;;;
1244.00;;;;
1245.00;;;;
1246.00;;;;
1247.00;;;;
1248.00;;;;
1249.00;;;;
1250.00;;;;
1251.00;;;;
1252.00;;;;
1253.00;;;;
1254.00;;;;
1255.00;;;;
1256.00;;;;
1257.00;;;;
1258.00;;;;
1259.00;;;;
1260.00;1to2_1;6.03;6.03;1.00
1261.00;1to2_1;6.01;6.01;2.00
1262.00;1to2_1;6.00;6.00;3.00
1263.00;1to2_1;6.00;6.00;4.00
1264.00;1to2_1;6.00;6.00;5.00
1265.00;1to2_0;6.00;6.00;6.00
1266.00;1to2_0;6.00;6.00;7.00
1267.00;1to2_0;6.00;6.00;8.00
1268.00;1to2_0;6.00;6.00;9.00
1269.00;1to2_0;6.00;6.00;10.00
1270.00;1to2_0;6.00;13.65;11.00
1270.00;1to2_1;0.00;6.25;0.00
1271.00;1to2_0;13.57;13.57;12.00
1271.00;1to2_1;0.00;6.03;0.00
1272.00;1to2_0;13.53;13.53;13.00
1272.00;1to2_1;6.02;6.02;1.00
1273.00;1to2_0;13.51;13.51;14.00
1273.00;1to2_1;6.00;6.00;2.00
1274.00;1to2_0;13.50;13.50;15.00
1274.00;1to2_1;6.00;6.00;3.00
1275.00;1to2_0;13.50;13.50;16.00
1275.00;1to2_1;6.00;6.00;4.00
1276.00;1to2_0;13.50;13.50;17.00
1276.00;1to2_1;6.00;6.00;5.00
1277.00;1to2_0;13.50;13.50;18.00
1277.00;1to2_1;6.00;6.00;6.00
1278.00;1to2_0;13.50;13.50;19.00
1278.00;1to2_1;13.51;13.51;7.00
1279.00;1to2_0;13.50;13.50;20.00
1279.00;1to2_1;13.50;13.50;8.00
1280.00;1to2_0;13.50;13.50;21.00
1280.00;1to2_1;13.50;13.50;9.00
1281.00;1to2_0;13.50;13.50;22.00
1281.00;1to2_1;13.50;13.50;10.00
1282.00;1to2_0;13.50;13.50;23.00
1282.00;1to2_1;13.50;13.50;11.00
1283.00;1to2_0;13.50;13.50;24.00
1283.00;1to2_1;13.50;13.50;12.00
1284.00;1to2_0;13.50;13.50;25.00
1284.00;1to2_1;13.50;13.50;13.00
1285.00;1to2_0;13.50;13.50;26.00
1285.00;1to2_1;13.50;13.50;14.00
1286.00;1to2_0;13.50;13.50;27.00
1286.00;1to2_1;13.50;13.50;15.00
1287.00;1to2_0;13.50;13.50;28.00
1287.00;1to2_1;13.50;13.50;16.00
1288.00;1to2_0;13.50;13.50;29.00
1288.00;1to2_1;13.50;13.50;17.00
1289.00;1to2_0;13.50;13.50;30.00
1289.00;1to2_1;13.50;13.50;18.00
1290.00;1to2_0;13.50;13.50;31.00
1290.00;1to2_1;13.50;13.50;19.00
1291.00;1to2_0;21.00;21.00;32.00
1291.00;1to2_1;13.50;13.50;20.00
1292.00;1to2_0;21.00;21.00;33.00
1292.00;1to2_1;13.50;13.50;21.00
1293.00;1to2_0;21.00;21.00;34.00
1293.00;1to2_1;13.50;13.50;22.00
1294.00;1to2_0;21.00;21.00;35.00
1294.00;1to2_1;13.50;13.50;23.00
1295.00;1to2_0;21.00;21.00;36.00
1295.00;1to2_1;13.50;13.50;24.00
1296.00;1to2_0;21.00;21.00;37.00
1296.00;1to2_1;13.50;13.50;25.00
1297.00;1to2_0;21.00;21.00;38.00
1297.00;1to2_1;13.50;13.50;26.00
1298.00;1to2_0;21.00;21.00;39.00
1298.00;1to2_1;13.50;13.50;27.00
1299.00;1to2_0;21.00;21.00;40.00
1299.00;1to2_1;21.00;21.00;28.00
1300.00;1to2_0;21.00;21.00;41.00
1300.00;1to2_1;21.00;21.00;29.00
1301.00;1to2_0;21.00;21.00;42.00
1301.00;1to2_1;21.00;21.00;30.00
1302.00;1to2_0;21.00;21.00;43.00
1302.00;1to2_1;21.00;21.00;31.00
1303.00;1to2_0;28.50;36.84;44.00
1303.00;1to2_1;21.00;21.00;32.00
1304.00;1to2_0;28.50;36.31;45.00
1304.00;1to2_1;21.00;21.00;33.00
1305.00;1to2_0;28.50;44.07;35.00
1305.00;1to2_1;28.50;28.50;28.00
1306.00;1to2_0;36.07;51.68;16.00
1306.00;1to2_1;28.50;36.04;8.00
1307.00;1to2_0;43.61;51.27;5.00
1307.00;1to2_1;36.01;43.84;3.00
1308.00;1to2_0;43.53;51.13;3.00
1308.00;1to2_1;36.01;43.56;2.00
1309.00;1to2_0;51.06;51.06;3.00
1309.00;1to2_1;43.53;51.17;1.00
1310.00;1to2_0;51.03;58.69;2.00
1310.00;1to2_1;0.00;51.06;0.00
1311.00;1to2_0;58.60;58.60;1.00
1311.00;1to2_1;0.00;50.87;0.00
1312.00;1to2_0;0.00;58.24;0.00
1312.00;1to2_1;0.00;49.51;0.00
1313.00;1to2_0;0.00;57.15;0.00
1314.00;;;;
1315.00;;;;
1316.00;;;;
1317.00;;;;
1318.00;;;;
1319.00;;;;
1320.00;;;;
1321.00;;;;
1322.00;;;;
1323.00;;;;
1324.00;;;;
1325.00;;;;
1326.00;;;;
1327.00;;;;
1328.00;;;;
1329.00;;;;
1330.00;;;;
1331.00;;;;
1332.00;;;;
1333.00;;;;
1334.00;;;;
1335.00;;;;
1336.00;;;;
1337.00;;;;
1338.00;;;;
1339.00;;;;
1340.00;;;;
1341.00;;;;
1342.00;;;;
1343.00;;;;
1344.00;;;;
1345.00;;;;
1346.00;;;;
1347.00;;;;
1348.00;;;;
1349.00;;;;
1350.00;1to2_0;6.00;6.00;1.00
1351.00;1to2_0;6.00;6.00;2.00
1352.00;1to2_0;6.00;6.00;3.00
1353.00;1to2_0;6.00;6.00;4.00
1354.00;1to2_0;6.00;6.00;5.00
1355.00;1to2_0;6.00;6.00;6.00
1356.00;1to2_0;6.00;6.00;7.00
1357.00;1to2_0;6.00;6.00;8.00
1358.00;1to2_0;6.00;6.00;9.00
1359.00;1to2_0;6.00;6.00;10.00
1360.00;1to2_0;6.00;6.00;11.00
1361.00;1to2_0;6.00;6.00;12.00
1362.00;1to2_0;6.00;6.00;13.00
1362.00;1to2_1;0.00;6.20;0.00
1363.00;1to2_0;6.00;13.62;14.00
1363.00;1to2_1;0.00;6.10;0.00
1364.00;1to2_0;13.53;13.53;15.00
1364.00;1to2_1;6.02;13.68;1.00
1365.00;1to2_0;13.51;13.51;16.00
1365.00;1to2_1;6.00;13.54;2.00
1366.00;1to2_0;13.51;13.51;17.00
1366.00;1to2_1;13.51;13.51;3.00
1367.00;1to2_0;13.50;13.50;18.00
1367.00;1to2_1;13.50;13.50;4.00
1368.00;1to2_0;13.50;21.11;19.00
1368.00;1to2_1;13.50;13.50;5.00
1369.00;1to2_0;21.01;21.01;20.00
1369.00;1to2_1;13.50;13.50;6.00
1370.00;1to2_0;21.01;21.01;21.00
1370.00;1to2_1;13.50;13.50;7.00
1371.00;1to2_0;21.00;21.00;22.00
1371.00;1to2_1;13.50;13.50;8.00
1372.00;1to2_0;21.00;21.00;23.00
1372.00;1to2_1;13.50;13.50;9.00
1373.00;1to2_0;21.00;21.00;24.00
1373.00;1to2_1;13.50;13.50;10.00
1374.00;1to2_0;21.00;21.00;25.00
1374.00;1to2_1;13.50;13.50;11.00
1375.00;1to2_0;21.00;21.00;26.00
1375.00;1to2_1;13.50;13.50;12.00
1376.00;1to2_0;28.50;28.50;27.00
1376.00;1to2_1;13.50;13.50;13.00
1377.00;1to2_0;28.50;28.50;28.00
1377.00;1to2_1;13.50;13.50;14.00
1378.00;1to2_0;28.50;28.50;29.00
1378.00;1to2_1;13.50;21.00;15.00
1379.00;1to2_0;28.50;28.50;30.00
1379.00;1to2_1;21.00;21.00;16.00
1380.00;1to2_0;28.50;28.50;31.00
1380.00;1to2_1;21.00;21.00;17.00
1381.00;1to2_0;28.50;28.50;32.00
1381.00;1to2_1;21.00;21.00;18.00
1382.00;1to2_0;28.50;28.50;33.00
1382.00;1to2_1;21.00;21.00;19.00
1383.00;1to2_0;28.50;28.50;34.00
1383.00;1to2_1;21.00;21.00;20.00
1384.00;1to2_0;28.50;28.50;35.00
1384.00;1to2_1;21.00;21.00;21.00
1385.00;1to2_0;28.50;28.50;36.00
1385.00;1to2_1;21.00;21.00;22.00
1386.00;1to2_0;28.50;28.50;37.00
1386.00;1to2_1;21.00;21.00;23.00
1387.00;1to2_0;28.50;28.50;38.00
1387.00;1to2_1;21.00;21.00;24.00
1388.00;1to2_0;28.50;28.50;39.00
1388.00;1to2_1;21.00;21.00;25.00
1389.00;1to2_0;28.50;28.50;40.00
1389.00;1to2_1;21.00;21.00;26.00
1390.00;1to2_0;28.50;28.50;41.00
1390.00;1to2_1;21.00;21.00;27.00
1391.00;1to2_0;28.50;28.50;42.00
1391.00;1to2_1;21.00;21.00;28.00
1392.00;1to2_0;28.50;36.01;43.00
1392.00;1to2_1;21.00;21.00;29.00
1393.00;1to2_0;36.01;36.01;44.00
1393.00;1to2_1;21.00;28.50;30.00
1394.00;1to2_0;43.51;43.51;45.00
1394.00;1to2_1;28.50;28.50;31.00
1395.00;1to2_0;43.51;43.51;32.00
1395.00;1to2_1;28.50;36.06;30.00
1396.00;1to2_0;43.51;43.51;28.00
1396.00;1to2_1;36.02;36.02;18.00
1397.00;1to2_0;43.51;43.51;22.00
1397.00;1to2_1;36.01;43.54;4.00
1398.00;1to2_0;43.51;43.51;6.00
1398.00;1to2_1;43.52;43.52;3.00
1399.00;1to2_0;43.51;51.02;6.00
1399.00;1to2_1;43.51;51.13;2.00
1400.00;1to2_0;51.01;51.01;1.00
1400.00;1to2_1;0.00;51.01;0.00
1401.00;1to2_0;0.00;50.62;0.00
1401.00;1to2_1;0.00;50.69;0.00
1402.00;1to2_1;0.00;49.69;0.00
1403.00;;;;
1404.00;;;;
1405.00;;;;
1406.00;;;;
1407.00;;;;
1408.00;;;;
1409.00;;;;
1410.00;;;;
1411.00;;;;
1412.00;;;;
1413.00;;;;
1414.00;;;;
1415.00;;;;
1416.00;;;;
1417.00;;;;
1418.00;;;;
1419.00;;;;
1420.00;;;;
1421.00;;;;
1422.00;;;;
1423.00;;;;
1424.00;;;;
1425.00;;;;
1426.00;;;;
1427.00;;;;
1428.00;;;;
1429.00;;;;
1430.00;;;;
1431.00;;;;
1432.00;;;;
1433.00;;;;
1434.00;;;;
1435.00;;;;
1436.00;;;;
1437.00;;;;
1438.00;;;;
1439.00;;;;
1440.00;;;;
1441.00;;;;
1442.00;;;;
1443.00;1to2_0;0.00;6.02;0.00
1444.00;1to2_0;6.00;6.00;1.00
1445.00;1to2_0;6.00;6.00;2.00
1446.00;1to2_0;6.00;6.00;3.00
1447.00;1to2_0;6.00;6.00;4.00
1448.00;1to2_0;6.00;6.00;5.00
1449.00;1to2_0;6.00;6.00;6.00
1450.00;1to2_0;6.00;6.00;7.00
1451.00;1to2_0;6.00;6.00;8.00
1452.00;1to2_0;6.00;6.00;9.00
1453.00;1to2_0;6.00;6.00;10.00
1454.00;1to2_0;6.00;6.00;11.00
1455.00;1to2_0;6.00;6.00;12.00
1456.00;1to2_0;6.00;6.00;13.00
1457.00;1to2_0;6.00;6.00;14.00
1458.00;1to2_0;6.00;6.00;15.00
1459.00;1to2_0;6.00;6.00;16.00
1460.00;1to2_0;6.00;6.00;17.00
1461.00;1to2_0;6.00;6.00;18.00
1462.00;1to2_0;6.00;6.00;19.00
1463.00;1to2_0;6.00;6.00;20.00
1464.00;1to2_0;6.00;6.00;21.00
1465.00;1to2_0;13.50;13.50;22.00
1466.00;1to2_0;13.50;21.00;23.00
1467.00;1to2_0;21.00;21.00;24.00
1468.00;1to2_0;21.00;21.00;25.00
1468.00;1to2_1;6.00;6.00;1.00
1469.00;1to2_0;21.00;21.00;26.00
1469.00;1to2_1;6.00;6.00;2.00
1470.00;1to2_0;21.00;28.50;27.00
1470.00;1to2_1;6.00;13.50;3.00
1471.00;1to2_0;28.50;28.50;28.00
1471.00;1to2_1;13.50;13.50;4.00
1472.00;1to2_0;28.50;28.50;29.00
1472.00;1to2_1;21.00;21.00;5.00
1473.00;1to2_0;28.50;28.50;30.00
1473.00;1to2_1;21.00;21.00;6.00
1474.00;1to2_0;28.50;28.50;31.00
1474.00;1to2_1;21.00;21.00;7.00
1475.00;1to2_0;28.50;28.50;32.00
1475.00;1to2_1;21.00;21.00;8.00
1476.00;1to2_0;28.50;28.50;33.00
1476.00;1to2_1;21.00;21.00;9.00
1477.00;1to2_0;28.50;28.50;34.00
1477.00;1to2_1;21.00;21.00;10.00
1478.00;1to2_0;28.50;28.50;35.00
1478.00;1to2_1;21.00;21.00;11.00
1479.00;1to2_0;28.50;28.50;36.00
1479.00;1to2_1;21.00;21.00;12.00
1480.00;1to2_0;28.50;28.50;37.00
1480.00;1to2_1;28.50;28.50;13.00
1481.00;1to2_0;28.50;28.50;38.00
1481.00;1to2_1;28.50;28.50;14.00
1482.00;1to2_0;28.50;28.50;39.00
1482.00;1to2_1;28.50;28.50;15.00
1483.00;1to2_0;28.50;28.50;40.00
1483.00;1to2_1;28.50;28.50;16.00
1484.00;1to2_0;36.01;36.01;41.00
1484.00;1to2_1;28.50;28.50;17.00
1485.00;1to2_0;36.01;43.52;21.00
1485.00;1to2_1;36.01;36.01;15.00
1486.00;1to2_0;43.51;43.51;20.00
1486.00;1to2_1;36.01;36.01;15.00
1487.00;1to2_0;43.51;43.51;17.00
1487.00;1to2_1;36.01;36.01;8.00
1488.00;1to2_0;43.51;43.51;5.00
1488.00;1to2_1;36.01;36.01;4.00
1489.00;1to2_0;43.51;43.51;4.00
1489.00;1to2_1;0.00;35.71;0.00
1490.00;1to2_0;0.00;51.31;0.00
1490.00;1to2_1;0.00;34.76;0.00
1491.00;1to2_0;0.00;50.82;0.00
1492.00;1to2_0;0.00;49.58;0.00
1493.00;;;;
1494.00;;;;
1495.00;;;;
1496.00;;;;
1497.00;;;;
1498.00;;;;
1499.00;;;;
1500.00;;;;
1501.00;;;;
1502.00;;;;
1503.00;;;;
1504.00;;;;
1505.00;;;;
1506.00;;;;
1507.00;;;;
1508.00;;;;
1509.00;;;;
1510.00;;;;
1511.00;;;;
1512.00;;;;
1513.00;;;;
1514.00;;;;
1515.00;;;;
1516.00;;;;
1517.00;;;;
1518.00;;;;
1519.00;;;;
1520.00;;;;
1521.00;;;;
1522.00;;;;
1523.00;;;;
1524.00;;;;
1525.00;;;;
1526.00;;;;
1527.00;;;;
1528.00;;;;
1529.00;;;;
1530.00;;;;
1531.00;1to2_0;0.00;6.07;0.00
1531.00;1to2_1;0.00;6.79;0.00
1532.00;1to2_0;6.03;6.03;1.00
1532.00;1to2_1;0.00;6.01;0.00
1533.00;1to2_0;6.01;6.01;2.00
1533.00;1to2_1;6.01;6.01;1.00
1534.00;1to2_0;6.00;6.00;3.00
1534.00;1to2_1;6.00;6.00;2.00
1535.00;1to2_0;6.00;6.00;4.00
1535.00;1to2_1;6.00;6.00;3.00
1536.00;1to2_0;6.00;6.00;5.00
1536.00;1to2_1;6.00;6.00;4.00
1537.00;1to2_0;6.00;6.00;6.00
1537.00;1to2_1;6.00;6.00;5.00
1538.00;1to2_0;6.00;6.00;7.00
1538.00;1to2_1;6.00;6.00;6.00
1539.00;1to2_0;6.00;6.00;8.00
1539.00;1to2_1;6.00;6.00;7.00
1540.00;1to2_0;6.00;6.00;9.00
1540.00;1to2_1;6.00;6.00;8.00
1541.00;1to2_0;6.00;6.00;10.00
1541.00;1to2_1;6.00;6.00;9.00
1542.00;1to2_0;6.00;13.51;11.00
1542.00;1to2_1;6.00;6.00;10.00
1543.00;1to2_0;13.50;13.50;12.00
1543.00;1to2_1;6.00;6.00;11.00
1544.00;1to2_0;21.03;21.03;13.00
1544.00;1to2_1;6.00;6.00;12.00
1545.00;1to2_0;21.02;21.02;14.00
1545.00;1to2_1;6.00;28.93;13.00
1546.00;1to2_0;21.00;21.00;15.00
1546.00;1to2_1;6.00;6.00;14.00
1547.00;1to2_0;21.00;21.00;16.00
1547.00;1to2_1;6.00;14.00;15.00
1548.00;1to2_0;21.00;21.00;17.00
1548.00;1to2_1;6.00;21.72;16.00
1549.00;1to2_0;21.00;21.00;18.00
1549.00;1to2_1;6.00;21.42;17.00
1550.00;1to2_0;21.00;21.00;19.00
1550.00;1to2_1;13.51;21.18;18.00
1551.00;1to2_0;21.00;21.00;20.00
1551.00;1to2_1;13.50;21.01;19.00
1552.00;1to2_0;21.00;21.00;21.00
1552.00;1to2_1;21.01;21.01;20.00
1553.00;1to2_0;21.00;21.00;22.00
1553.00;1to2_1;21.00;21.00;21.00
1554.00;1to2_0;21.00;21.00;23.00
1554.00;1to2_1;21.00;21.00;22.00
1555.00;1to2_0;21.00;28.50;24.00
1555.00;1to2_1;21.00;21.00;23.00
1556.00;1to2_0;28.50;28.50;25.00
1556.00;1to2_1;21.00;21.00;24.00
1557.00;1to2_0;28.50;28.50;26.00
1557.00;1to2_1;21.00;21.00;25.00
1558.00;1to2_0;28.50;28.50;27.00
1558.00;1to2_1;21.00;21.00;26.00
1559.00;1to2_0;28.50;28.50;28.00
1559.00;1to2_1;21.00;21.00;27.00
1560.00;1to2_0;28.50;28.50;29.00
1560.00;1to2_1;21.00;21.00;28.00
1561.00;1to2_0;28.50;28.50;30.00
1561.00;1to2_1;21.00;21.00;29.00
1562.00;1to2_0;28.50;28.50;31.00
1562.00;1to2_1;21.00;21.00;30.00
1563.00;1to2_0;28.50;28.50;32.00
1563.00;1to2_1;21.00;21.00;31.00
1564.00;1to2_0;28.50;28.50;33.00
1564.00;1to2_1;21.00;21.00;32.00
1565.00;1to2_0;28.50;28.50;34.00
1565.00;1to2_1;21.00;21.00;33.00
1566.00;1to2_0;28.50;28.50;35.00
1566.00;1to2_1;21.00;21.00;34.00
1567.00;1to2_0;28.50;28.50;36.00
1567.00;1to2_1;21.00;21.00;35.00
1568.00;1to2_0;28.50;28.50;37.00
1568.00;1to2_1;21.00;21.00;36.00
1569.00;1to2_0;28.50;28.50;38.00
1569.00;1to2_1;21.00;21.00;37.00
1570.00;1to2_0;28.50;28.50;39.00
1570.00;1to2_1;21.00;21.00;38.00
1571.00;1to2_0;28.50;28.50;40.00
1571.00;1to2_1;21.00;21.00;39.00
1572.00;1to2_0;28.50;36.01;41.00
1572.00;1to2_1;21.00;21.00;40.00
1573.00;1to2_0;36.01;43.65;42.00
1573.00;1to2_1;21.00;21.00;41.00
1574.00;1to2_0;43.57;43.57;43.00
1574.00;1to2_1;21.00;21.00;42.00
1575.00;1to2_0;51.13;51.13;33.00
1575.00;1to2_1;21.00;28.86;26.00
1576.00;1to2_0;51.06;51.06;33.00
1576.00;1to2_1;21.00;37.04;25.00
1577.00;1to2_0;51.03;51.03;22.00
1577.00;1to2_1;28.51;36.12;1.00
1578.00;1to2_0;51.01;51.01;6.00
1578.00;1to2_1;0.00;43.63;0.00
1579.00;1to2_0;51.01;51.01;6.00
1579.00;1to2_1;0.00;43.52;0.00
1580.00;1to2_0;51.01;51.01;6.00
1580.00;1to2_1;0.00;42.89;0.00
1581.00;1to2_0;0.00;50.61;0.00
1582.00;1to2_0;0.00;58.94;0.00
1583.00;;;;
1584.00;;;;
1585.00;;;;
1586.00;;;;
1587.00;;;;
1588.00;;;;
1589.00;;;;
1590.00;;;;
1591.00;;;;
1592.00;;;;
1593.00;;;;
1594.00;;;;
1595.00;;;;
1596.00;;;;
1597.00;;;;
1598.00;;;;
1599.00;;;;
1600.00;;;;
1601.00;;;;
1602.00;;;;
1603.00;;;;
1604.00;;;;
1605.00;;;;
1606.00;;;;
