data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
0.00;;;;
1.00;;;;
2.00;;;;
3.00;;;;
4.00;;;;
5.00;;;;
6.00;;;;
7.00;;;;
8.00;;;;
9.00;;;;
10.00;;;;
11.00;;;;
12.00;;;;
13.00;;;;
14.00;;;;
15.00;;;;
16.00;;;;
17.00;;;;
18.00;;;;
19.00;;;;
20.00;;;;
21.00;;;;
22.00;;;;
23.00;;;;
24.00;;;;
25.00;;;;
26.00;;;;
27.00;;;;
28.00;;;;
29.00;;;;
30.00;;;;
31.00;;;;
32.00;;;;
33.00;;;;
34.00;;;;
35.00;;;;
36.00;;;;
37.00;;;;
38.00;;;;
39.00;;;;
40.00;;;;
41.00;;;;
42.00;;;;
43.00;;;;
44.00;;;;
45.00;;;;
46.00;;;;
47.00;;;;
48.00;;;;
49.00;;;;
50.00;;;;
51.00;;;;
52.00;;;;
53.00;;;;
54.00;;;;
55.00;;;;
56.00;;;;
57.00;;;;
58.00;;;;
59.00;;;;
60.00;;;;
61.00;;;;
62.00;;;;
63.00;;;;
64.00;;;;
65.00;;;;
66.00;;;;
67.00;;;;
68.00;;;;
69.00;;;;
70.00;;;;
71.00;;;;
72.00;;;;
73.00;;;;
74.00;;;;
75.00;;;;
76.00;;;;
77.00;;;;
78.00;;;;
79.00;;;;
80.00;;;;
81.00;;;;
82.00;;;;
83.00;;;;
84.00;;;;
85.00;;;;
86.00;;;;
87.00;;;;
88.00;;;;
89.00;;;;
90.00;1to2_0;0.00;6.03;0.00
91.00;1to2_0;6.01;6.01;1.00
92.00;1to2_0;6.00;6.00;2.00
93.00;1to2_0;6.00;6.00;3.00
94.00;1to2_0;6.00;6.00;4.00
95.00;1to2_0;6.00;6.00;5.00
96.00;1to2_0;6.00;13.71;6.00
96.00;1to2_1;0.00;6.12;0.00
97.00;1to2_0;6.00;13.57;7.00
97.00;1to2_1;6.05;6.05;1.00
98.00;1to2_0;13.52;13.52;8.00
98.00;1to2_1;6.01;6.01;2.00
99.00;1to2_0;13.50;13.50;9.00
99.00;1to2_1;6.00;6.00;3.00
100.00;1to2_0;13.50;13.50;10.00
100.00;1to2_1;6.00;6.00;4.00
101.00;1to2_0;13.50;13.50;11.00
101.00;1to2_1;13.50;13.50;5.00
102.00;1to2_0;13.50;13.50;12.00
102.00;1to2_1;13.50;13.50;6.00
103.00;1to2_0;13.50;13.50;13.00
103.00;1to2_1;13.50;13.50;7.00
104.00;1to2_0;21.01;21.01;14.00
104.00;1to2_1;13.50;13.50;8.00
105.00;1to2_0;21.00;21.00;15.00
105.00;1to2_1;13.50;13.50;9.00
106.00;1to2_0;21.00;21.00;16.00
106.00;1to2_1;13.50;13.50;10.00
107.00;1to2_0;21.00;21.00;17.00
107.00;1to2_1;13.50;13.50;11.00
108.00;1to2_0;21.00;21.00;18.00
108.00;1to2_1;13.50;13.50;12.00
109.00;1to2_0;21.00;21.00;19.00
109.00;1to2_1;13.50;13.50;13.00
110.00;1to2_0;21.00;21.00;20.00
110.00;1to2_1;13.50;13.50;14.00
111.00;1to2_0;21.00;21.00;21.00
111.00;1to2_1;21.03;21.03;15.00
112.00;1to2_0;21.00;21.00;22.00
112.00;1to2_1;21.01;21.01;16.00
113.00;1to2_0;21.00;21.00;23.00
113.00;1to2_1;21.01;21.01;17.00
114.00;1to2_0;21.00;21.00;24.00
114.00;1to2_1;21.00;21.00;18.00
115.00;1to2_0;21.00;21.00;25.00
115.00;1to2_1;21.00;21.00;19.00
116.00;1to2_0;21.00;21.00;26.00
116.00;1to2_1;21.00;21.00;20.00
117.00;1to2_0;21.00;21.00;27.00
117.00;1to2_1;21.00;21.00;21.00
118.00;1to2_0;21.00;21.00;28.00
118.00;1to2_1;21.00;21.00;22.00
119.00;1to2_0;21.00;21.00;29.00
119.00;1to2_1;21.00;21.00;23.00
120.00;1to2_0;21.00;21.00;30.00
120.00;1to2_1;21.00;21.00;24.00
121.00;1to2_0;21.00;21.00;31.00
121.00;1to2_1;21.00;21.00;25.00
122.00;1to2_0;21.00;21.00;32.00
122.00;1to2_1;21.00;21.00;26.00
123.00;1to2_0;21.00;21.00;33.00
123.00;1to2_1;21.00;21.00;27.00
124.00;1to2_0;28.50;28.50;34.00
124.00;1to2_1;21.00;21.00;28.00
125.00;1to2_0;28.50;28.50;35.00
125.00;1to2_1;21.00;21.00;29.00
126.00;1to2_0;28.50;28.50;36.00
126.00;1to2_1;21.00;21.00;30.00
127.00;1to2_0;28.50;28.50;37.00
127.00;1to2_1;21.00;21.00;31.00
128.00;1to2_0;28.50;28.50;38.00
128.00;1to2_1;21.00;21.00;32.00
129.00;1to2_0;28.50;28.50;39.00
129.00;1to2_1;21.00;21.00;33.00
130.00;1to2_0;28.50;28.50;40.00
130.00;1to2_1;21.00;21.00;34.00
131.00;1to2_0;28.50;28.50;41.00
131.00;1to2_1;21.00;21.00;35.00
132.00;1to2_0;28.50;28.50;42.00
132.00;1to2_1;28.50;28.50;36.00
133.00;1to2_0;36.01;36.01;43.00
133.00;1to2_1;36.01;36.01;37.00
134.00;1to2_0;36.01;43.87;44.00
134.00;1to2_1;36.01;43.55;38.00
135.00;1to2_0;36.01;51.88;38.00
135.00;1to2_1;43.53;43.53;35.00
136.00;1to2_0;43.52;51.33;33.00
136.00;1to2_1;43.51;43.51;26.00
137.00;1to2_0;43.51;51.17;14.00
137.00;1to2_1;43.51;51.70;6.00
138.00;1to2_0;43.51;51.02;6.00
138.00;1to2_1;43.51;51.02;6.00
139.00;1to2_0;51.01;51.01;4.00
139.00;1to2_1;51.01;51.01;5.00
140.00;1to2_0;51.01;51.01;2.00
140.00;1to2_1;51.01;51.01;2.00
141.00;1to2_0;50.92;50.92;3.00
141.00;1to2_1;0.00;50.88;0.00
142.00;1to2_0;0.00;50.41;0.00
142.00;1to2_1;0.00;58.42;0.00
143.00;1to2_0;0.00;58.16;0.00
144.00;1to2_0;0.00;57.16;0.00
145.00;;;;
146.00;;;;
147.00;;;;
148.00;;;;
149.00;;;;
150.00;;;;
151.00;;;;
152.00;;;;
153.00;;;;
154.00;;;;
155.00;;;;
156.00;;;;
157.00;;;;
158.00;;;;
159.00;;;;
160.00;;;;
161.00;;;;
162.00;;;;
163.00;;;;
164.00;;;;
165.00;;;;
166.00;;;;
167.00;;;;
168.00;;;;
169.00;;;;
170.00;;;;
171.00;;;;
172.00;;;;
173.00;;;;
174.00;;;;
175.00;;;;
176.00;;;;
177.00;;;;
178.00;;;;
179.00;;;;
180.00;;;;
181.00;;;;
182.00;;;;
183.00;;;;
184.00;;;;
185.00;1to2_0;0.00;6.26;0.00
186.00;1to2_0;0.00;6.09;0.00
187.00;1to2_0;6.03;6.03;1.00
187.00;1to2_1;0.00;6.14;0.00
188.00;1to2_0;6.00;6.00;2.00
188.00;1to2_1;6.07;6.07;1.00
189.00;1to2_0;6.00;6.00;3.00
189.00;1to2_1;6.00;6.00;2.00
190.00;1to2_0;6.00;6.00;4.00
190.00;1to2_1;6.00;6.00;3.00
191.00;1to2_0;6.00;6.00;5.00
191.00;1to2_1;6.00;6.00;4.00
192.00;1to2_0;6.00;13.68;6.00
192.00;1to2_1;6.00;6.00;5.00
193.00;1to2_0;6.00;13.56;7.00
193.00;1to2_1;6.00;6.00;6.00
194.00;1to2_0;13.52;13.52;8.00
194.00;1to2_1;6.00;6.00;7.00
195.00;1to2_0;13.50;13.50;9.00
195.00;1to2_1;6.00;6.00;8.00
196.00;1to2_0;13.50;13.50;10.00
196.00;1to2_1;6.00;6.00;9.00
197.00;1to2_0;13.50;13.50;11.00
197.00;1to2_1;6.00;6.00;10.00
198.00;1to2_0;13.50;13.50;12.00
198.00;1to2_1;6.00;6.00;11.00
199.00;1to2_0;13.50;13.50;13.00
199.00;1to2_1;6.00;13.67;12.00
200.00;1to2_0;13.50;13.50;14.00
200.00;1to2_1;6.00;13.52;13.00
201.00;1to2_0;13.50;13.50;15.00
201.00;1to2_1;13.50;13.50;14.00
202.00;1to2_0;13.50;13.50;16.00
202.00;1to2_1;13.50;13.50;15.00
203.00;1to2_0;13.50;13.50;17.00
203.00;1to2_1;13.50;13.50;16.00
204.00;1to2_0;13.50;13.50;18.00
204.00;1to2_1;13.50;13.50;17.00
205.00;1to2_0;13.50;13.50;19.00
205.00;1to2_1;13.50;13.50;18.00
206.00;1to2_0;13.50;13.50;20.00
206.00;1to2_1;13.50;13.50;19.00
207.00;1to2_0;13.50;13.50;21.00
207.00;1to2_1;13.50;13.50;20.00
208.00;1to2_0;13.50;13.50;22.00
208.00;1to2_1;13.50;13.50;21.00
209.00;1to2_0;13.50;13.50;23.00
209.00;1to2_1;13.50;13.50;22.00
210.00;1to2_0;13.50;13.50;24.00
210.00;1to2_1;13.50;13.50;23.00
211.00;1to2_0;13.50;13.50;25.00
211.00;1to2_1;13.50;13.50;24.00
212.00;1to2_0;13.50;13.50;26.00
212.00;1to2_1;13.50;13.50;25.00
213.00;1to2_0;21.00;21.00;27.00
213.00;1to2_1;13.50;13.50;26.00
214.00;1to2_0;21.00;21.00;28.00
214.00;1to2_1;13.50;13.50;27.00
215.00;1to2_0;21.00;21.00;29.00
215.00;1to2_1;13.50;13.50;28.00
216.00;1to2_0;21.00;21.00;30.00
216.00;1to2_1;13.50;13.50;29.00
217.00;1to2_0;21.00;21.00;31.00
217.00;1to2_1;13.50;13.50;30.00
218.00;1to2_0;21.00;28.50;32.00
218.00;1to2_1;13.50;13.50;31.00
219.00;1to2_0;28.50;28.50;33.00
219.00;1to2_1;13.50;13.50;32.00
220.00;1to2_0;28.50;28.50;34.00
220.00;1to2_1;21.00;21.00;33.00
221.00;1to2_0;28.50;28.50;35.00
221.00;1to2_1;21.00;21.00;34.00
222.00;1to2_0;28.50;28.50;36.00
222.00;1to2_1;21.00;28.50;35.00
223.00;1to2_0;36.01;36.01;37.00
223.00;1to2_1;28.50;28.50;36.00
224.00;1to2_0;36.01;43.57;38.00
224.00;1to2_1;36.01;36.01;37.00
225.00;1to2_0;43.52;51.10;32.00
225.00;1to2_1;36.01;43.65;25.00
226.00;1to2_0;51.05;51.05;14.00
226.00;1to2_1;43.57;43.57;7.00
227.00;1to2_0;51.01;51.01;9.00
227.00;1to2_1;43.54;43.54;5.00
228.00;1to2_0;51.01;51.01;6.00
228.00;1to2_1;43.52;43.52;5.00
229.00;1to2_0;51.01;51.01;5.00
229.00;1to2_1;43.51;43.51;4.00
230.00;1to2_0;51.01;51.01;5.00
230.00;1to2_1;0.00;43.25;0.00
231.00;1to2_0;0.00;50.26;0.00
232.00;;;;
233.00;;;;
234.00;;;;
235.00;;;;
236.00;;;;
237.00;;;;
238.00;;;;
239.00;;;;
240.00;;;;
241.00;;;;
242.00;;;;
243.00;;;;
244.00;;;;
245.00;;;;
246.00;;;;
247.00;;;;
248.00;;;;
249.00;;;;
250.00;;;;
251.00;;;;
252.00;;;;
253.00;;;;
254.00;;;;
255.00;;;;
256.00;;;;
257.00;;;;
258.00;;;;
259.00;;;;
260.00;;;;
261.00;;;;
262.00;;;;
263.00;;;;
264.00;;;;
265.00;;;;
266.00;;;;
267.00;;;;
268.00;;;;
269.00;1to2_0;0.00;6.04;0.00
270.00;1to2_0;6.00;13.70;1.00
271.00;1to2_0;6.00;13.55;2.00
271.00;1to2_1;0.00;6.00;0.00
272.00;1to2_0;13.52;13.52;3.00
272.00;1to2_1;6.00;6.00;1.00
273.00;1to2_0;13.50;13.50;4.00
273.00;1to2_1;6.00;6.00;2.00
274.00;1to2_0;13.50;13.50;5.00
274.00;1to2_1;6.00;6.00;3.00
275.00;1to2_0;13.50;13.50;6.00
275.00;1to2_1;6.00;6.00;4.00
276.00;1to2_0;13.50;13.50;7.00
276.00;1to2_1;6.00;6.00;5.00
277.00;1to2_0;13.50;13.50;8.00
277.00;1to2_1;6.00;6.00;6.00
278.00;1to2_0;13.50;13.50;9.00
278.00;1to2_1;6.00;13.78;7.00
279.00;1to2_0;13.50;13.50;10.00
279.00;1to2_1;6.00;13.62;8.00
280.00;1to2_0;13.50;13.50;11.00
280.00;1to2_1;13.55;13.55;9.00
281.00;1to2_0;13.50;13.50;12.00
281.00;1to2_1;13.52;13.52;10.00
282.00;1to2_0;13.50;21.08;13.00
282.00;1to2_1;13.51;13.51;11.00
283.00;1to2_0;21.04;21.04;14.00
283.00;1to2_1;13.50;13.50;12.00
284.00;1to2_0;21.01;21.01;15.00
284.00;1to2_1;13.50;13.50;13.00
285.00;1to2_0;21.01;21.01;16.00
285.00;1to2_1;13.50;13.50;14.00
286.00;1to2_0;21.00;21.00;17.00
286.00;1to2_1;13.50;13.50;15.00
287.00;1to2_0;21.00;21.00;18.00
287.00;1to2_1;13.50;13.50;16.00
288.00;1to2_0;21.00;21.00;19.00
288.00;1to2_1;13.50;13.50;17.00
289.00;1to2_0;21.00;21.00;20.00
289.00;1to2_1;13.50;13.50;18.00
290.00;1to2_0;21.00;21.00;21.00
290.00;1to2_1;13.50;13.50;19.00
291.00;1to2_0;21.00;21.00;22.00
291.00;1to2_1;13.50;13.50;20.00
292.00;1to2_0;21.00;21.00;23.00
292.00;1to2_1;13.50;13.50;21.00
293.00;1to2_0;21.00;21.00;24.00
293.00;1to2_1;13.50;13.50;22.00
294.00;1to2_0;21.00;21.00;25.00
294.00;1to2_1;13.50;21.00;23.00
295.00;1to2_0;21.00;21.00;26.00
295.00;1to2_1;21.00;21.00;24.00
296.00;1to2_0;21.00;21.00;27.00
296.00;1to2_1;21.00;21.00;25.00
297.00;1to2_0;21.00;21.00;28.00
297.00;1to2_1;21.00;21.00;26.00
298.00;1to2_0;21.00;21.00;29.00
298.00;1to2_1;21.00;21.00;27.00
299.00;1to2_0;21.00;21.00;30.00
299.00;1to2_1;21.00;21.00;28.00
300.00;1to2_0;21.00;21.00;31.00
300.00;1to2_1;21.00;21.00;29.00
301.00;1to2_0;28.50;28.50;32.00
301.00;1to2_1;21.00;28.50;30.00
302.00;1to2_0;28.50;28.50;33.00
302.00;1to2_1;28.50;28.50;31.00
303.00;1to2_0;28.50;28.50;34.00
303.00;1to2_1;28.50;28.50;32.00
304.00;1to2_0;28.50;28.50;35.00
304.00;1to2_1;28.50;28.50;33.00
305.00;1to2_0;28.50;28.50;36.00
305.00;1to2_1;28.50;28.50;34.00
306.00;1to2_0;28.50;28.50;37.00
306.00;1to2_1;28.50;28.50;35.00
307.00;1to2_0;28.50;28.50;38.00
307.00;1to2_1;28.50;28.50;36.00
308.00;1to2_0;28.50;28.50;39.00
308.00;1to2_1;28.50;28.50;37.00
309.00;1to2_0;36.01;36.01;40.00
309.00;1to2_1;28.50;28.50;38.00
310.00;1to2_0;36.01;36.01;41.00
310.00;1to2_1;28.50;28.50;39.00
311.00;1to2_0;36.01;36.01;42.00
311.00;1to2_1;28.50;28.50;40.00
312.00;1to2_0;43.51;43.51;43.00
312.00;1to2_1;28.50;28.50;41.00
313.00;1to2_0;51.01;51.01;44.00
313.00;1to2_1;28.50;36.01;42.00
314.00;1to2_0;51.01;58.54;45.00
314.00;1to2_1;36.01;36.01;43.00
315.00;1to2_0;58.51;58.51;44.00
315.00;1to2_1;36.01;43.60;36.00
316.00;1to2_0;58.51;58.51;34.00
316.00;1to2_1;43.55;43.55;22.00
317.00;1to2_0;58.51;58.51;17.00
317.00;1to2_1;43.53;51.20;16.00
318.00;1to2_0;58.51;58.51;10.00
318.00;1to2_1;43.51;51.10;5.00
319.00;1to2_0;58.51;58.51;8.00
319.00;1to2_1;51.04;51.04;4.00
320.00;1to2_0;58.51;58.51;8.00
320.00;1to2_1;51.02;51.02;2.00
321.00;1to2_0;58.51;58.51;7.00
321.00;1to2_1;0.00;50.75;0.00
322.00;1to2_0;0.00;58.38;0.00
323.00;1to2_1;0.00;57.33;0.00
324.00;;;;
325.00;;;;
326.00;;;;
327.00;;;;
328.00;;;;
329.00;;;;
330.00;;;;
331.00;;;;
332.00;;;;
333.00;;;;
334.00;;;;
335.00;;;;
336.00;;;;
337.00;;;;
338.00;;;;
339.00;;;;
340.00;;;;
341.00;;;;
342.00;;;;
343.00;;;;
344.00;;;;
345.00;;;;
346.00;;;;
347.00;;;;
348.00;;;;
349.00;;;;
350.00;;;;
351.00;;;;
352.00;;;;
353.00;;;;
354.00;;;;
355.00;;;;
356.00;;;;
357.00;;;;
358.00;;;;
359.00;;;;
360.00;;;;
361.00;;;;
362.00;;;;
363.00;1to2_1;0.00;6.40;0.00
364.00;1to2_0;0.00;6.01;0.00
364.00;1to2_1;0.00;6.17;0.00
365.00;1to2_0;6.01;6.01;1.00
365.00;1to2_1;0.00;6.05;0.00
366.00;1to2_0;6.00;13.55;2.00
366.00;1to2_1;6.02;6.02;1.00
367.00;1to2_0;13.52;13.52;3.00
367.00;1to2_1;6.01;6.01;2.00
368.00;1to2_0;13.51;13.51;4.00
368.00;1to2_1;6.00;6.00;3.00
369.00;1to2_0;13.50;13.50;5.00
369.00;1to2_1;6.00;6.00;4.00
370.00;1to2_0;13.50;13.50;6.00
370.00;1to2_1;6.00;6.00;5.00
371.00;1to2_0;13.50;13.50;7.00
371.00;1to2_1;6.00;6.00;6.00
372.00;1to2_0;13.50;13.50;8.00
372.00;1to2_1;6.00;6.00;7.00
373.00;1to2_0;13.50;13.50;9.00
373.00;1to2_1;6.00;6.00;8.00
374.00;1to2_0;13.50;13.50;10.00
374.00;1to2_1;6.00;6.00;9.00
375.00;1to2_0;21.03;21.03;11.00
375.00;1to2_1;6.00;6.00;10.00
376.00;1to2_0;21.00;21.00;12.00
376.00;1to2_1;6.00;13.60;11.00
377.00;1to2_0;21.00;21.00;13.00
377.00;1to2_1;13.55;13.55;12.00
378.00;1to2_0;21.00;21.00;14.00
378.00;1to2_1;13.51;21.17;13.00
379.00;1to2_0;21.00;21.00;15.00
379.00;1to2_1;21.08;21.08;14.00
380.00;1to2_0;21.00;21.00;16.00
380.00;1to2_1;21.01;21.01;15.00
381.00;1to2_0;21.00;21.00;17.00
381.00;1to2_1;21.00;21.00;16.00
382.00;1to2_0;21.00;21.00;18.00
382.00;1to2_1;21.00;21.00;17.00
383.00;1to2_0;21.00;21.00;19.00
383.00;1to2_1;21.00;21.00;18.00
384.00;1to2_0;21.00;21.00;20.00
384.00;1to2_1;21.00;21.00;19.00
385.00;1to2_0;21.00;21.00;21.00
385.00;1to2_1;21.00;21.00;20.00
386.00;1to2_0;21.00;21.00;22.00
386.00;1to2_1;21.00;21.00;21.00
387.00;1to2_0;21.00;21.00;23.00
387.00;1to2_1;21.00;21.00;22.00
388.00;1to2_0;21.00;21.00;24.00
388.00;1to2_1;21.00;21.00;23.00
389.00;1to2_0;21.00;21.00;25.00
389.00;1to2_1;21.00;21.00;24.00
390.00;1to2_0;21.00;21.00;26.00
390.00;1to2_1;21.00;21.00;25.00
391.00;1to2_0;28.50;28.50;27.00
391.00;1to2_1;21.00;21.00;26.00
392.00;1to2_0;28.50;28.50;28.00
392.00;1to2_1;21.00;28.50;27.00
393.00;1to2_0;28.50;28.50;29.00
393.00;1to2_1;28.50;28.50;28.00
394.00;1to2_0;28.50;28.50;30.00
394.00;1to2_1;28.50;28.50;29.00
395.00;1to2_0;36.01;36.01;31.00
395.00;1to2_1;28.50;28.50;30.00
396.00;1to2_0;36.01;36.01;32.00
396.00;1to2_1;28.50;28.50;31.00
397.00;1to2_0;36.01;36.01;33.00
397.00;1to2_1;28.50;28.50;32.00
398.00;1to2_0;36.01;36.01;34.00
398.00;1to2_1;28.50;28.50;33.00
399.00;1to2_0;36.01;36.01;35.00
399.00;1to2_1;28.50;28.50;34.00
400.00;1to2_0;36.01;36.01;36.00
400.00;1to2_1;28.50;28.50;35.00
401.00;1to2_0;36.01;36.01;37.00
401.00;1to2_1;28.50;28.50;36.00
402.00;1to2_0;36.01;36.01;38.00
402.00;1to2_1;28.50;28.50;37.00
403.00;1to2_0;36.01;43.51;39.00
403.00;1to2_1;28.50;36.01;38.00
404.00;1to2_0;43.51;43.51;40.00
404.00;1to2_1;36.01;36.01;39.00
405.00;1to2_0;43.51;51.05;39.00
405.00;1to2_1;36.01;43.56;29.00
406.00;1to2_0;51.02;51.02;32.00
406.00;1to2_1;43.52;43.52;28.00
407.00;1to2_0;51.01;51.01;17.00
407.00;1to2_1;43.51;51.47;15.00
408.00;1to2_0;51.01;51.01;14.00
408.00;1to2_1;43.51;51.01;5.00
409.00;1to2_0;51.01;51.01;6.00
409.00;1to2_1;51.01;51.01;4.00
410.00;1to2_0;51.01;51.01;5.00
410.00;1to2_1;51.01;51.01;2.00
411.00;1to2_0;0.00;50.77;0.00
411.00;1to2_1;0.00;50.81;0.00
412.00;1to2_0;0.00;58.60;0.00
412.00;1to2_1;0.00;49.92;0.00
413.00;;;;
414.00;;;;
415.00;;;;
416.00;;;;
417.00;;;;
418.00;;;;
419.00;;;;
420.00;;;;
421.00;;;;
422.00;;;;
423.00;;;;
424.00;;;;
425.00;;;;
426.00;;;;
427.00;;;;
428.00;;;;
429.00;;;;
430.00;;;;
431.00;;;;
432.00;;;;
433.00;;;;
434.00;;;;
435.00;;;;
436.00;;;;
437.00;;;;
438.00;;;;
439.00;;;;
440.00;;;;
441.00;;;;
442.00;;;;
443.00;;;;
444.00;;;;
445.00;;;;
446.00;;;;
447.00;;;;
448.00;;;;
449.00;;;;
450.00;;;;
451.00;1to2_0;0.00;6.13;0.00
452.00;1to2_0;0.00;6.02;0.00
453.00;1to2_0;6.00;13.90;1.00
454.00;1to2_0;6.00;13.69;2.00
455.00;1to2_0;6.00;13.56;3.00
455.00;1to2_1;0.00;6.24;0.00
456.00;1to2_0;13.53;13.53;4.00
456.00;1to2_1;0.00;6.02;0.00
457.00;1to2_0;13.51;13.51;5.00
457.00;1to2_1;6.01;6.01;1.00
458.00;1to2_0;13.50;13.50;6.00
458.00;1to2_1;6.00;6.00;2.00
459.00;1to2_0;13.50;21.09;7.00
459.00;1to2_1;6.00;6.00;3.00
460.00;1to2_0;21.02;21.02;8.00
460.00;1to2_1;13.56;13.56;4.00
461.00;1to2_0;21.01;21.01;9.00
461.00;1to2_1;13.50;13.50;5.00
462.00;1to2_0;21.00;21.00;10.00
462.00;1to2_1;13.50;13.50;6.00
463.00;1to2_0;21.00;21.00;11.00
463.00;1to2_1;13.50;13.50;7.00
464.00;1to2_0;21.00;21.00;12.00
464.00;1to2_1;13.50;13.50;8.00
465.00;1to2_0;21.00;21.00;13.00
465.00;1to2_1;13.50;21.32;9.00
466.00;1to2_0;21.00;21.00;14.00
466.00;1to2_1;13.50;21.08;10.00
467.00;1to2_0;21.00;21.00;15.00
467.00;1to2_1;21.03;21.03;11.00
468.00;1to2_0;21.00;21.00;16.00
468.00;1to2_1;21.01;21.01;12.00
469.00;1to2_0;21.00;21.00;17.00
469.00;1to2_1;21.00;21.00;13.00
470.00;1to2_0;21.00;21.00;18.00
470.00;1to2_1;21.00;21.00;14.00
471.00;1to2_0;21.00;21.00;19.00
471.00;1to2_1;21.00;21.00;15.00
472.00;1to2_0;21.00;21.00;20.00
472.00;1to2_1;21.00;21.00;16.00
473.00;1to2_0;21.00;21.00;21.00
473.00;1to2_1;21.00;21.00;17.00
474.00;1to2_0;21.00;21.00;22.00
474.00;1to2_1;21.00;21.00;18.00
475.00;1to2_0;21.00;21.00;23.00
475.00;1to2_1;21.00;21.00;19.00
476.00;1to2_0;21.00;21.00;24.00
476.00;1to2_1;21.00;21.00;20.00
477.00;1to2_0;21.00;21.00;25.00
477.00;1to2_1;21.00;21.00;21.00
478.00;1to2_0;21.00;21.00;26.00
478.00;1to2_1;21.00;21.00;22.00
479.00;1to2_0;21.00;21.00;27.00
479.00;1to2_1;21.00;21.00;23.00
480.00;1to2_0;21.00;21.00;28.00
480.00;1to2_1;21.00;21.00;24.00
481.00;1to2_0;21.00;21.00;29.00
481.00;1to2_1;21.00;21.00;25.00
482.00;1to2_0;21.00;21.00;30.00
482.00;1to2_1;21.00;21.00;26.00
483.00;1to2_0;21.00;21.00;31.00
483.00;1to2_1;21.00;21.00;27.00
484.00;1to2_0;21.00;21.00;32.00
484.00;1to2_1;21.00;21.00;28.00
485.00;1to2_0;21.00;21.00;33.00
485.00;1to2_1;21.00;21.00;29.00
486.00;1to2_0;21.00;21.00;34.00
486.00;1to2_1;21.00;21.00;30.00
487.00;1to2_0;21.00;21.00;35.00
487.00;1to2_1;21.00;21.00;31.00
488.00;1to2_0;21.00;21.00;36.00
488.00;1to2_1;21.00;21.00;32.00
489.00;1to2_0;21.00;21.00;37.00
489.00;1to2_1;21.00;21.00;33.00
490.00;1to2_0;21.00;21.00;38.00
490.00;1to2_1;21.00;21.00;34.00
491.00;1to2_0;21.00;21.00;39.00
491.00;1to2_1;21.00;21.00;35.00
492.00;1to2_0;21.00;21.00;40.00
492.00;1to2_1;28.50;28.50;36.00
493.00;1to2_0;28.50;28.50;41.00
493.00;1to2_1;36.01;36.01;37.00
494.00;1to2_0;28.50;36.05;42.00
494.00;1to2_1;36.01;43.57;38.00
495.00;1to2_0;36.01;36.01;40.00
495.00;1to2_1;43.51;43.51;36.00
496.00;1to2_0;36.01;36.01;37.00
496.00;1to2_1;43.51;51.01;30.00
497.00;1to2_0;43.51;43.51;5.00
497.00;1to2_1;51.01;51.01;6.00
498.00;1to2_0;43.51;43.51;4.00
498.00;1to2_1;51.01;51.01;6.00
499.00;1to2_0;51.02;51.02;3.00
499.00;1to2_1;51.01;51.01;5.00
500.00;1to2_0;51.01;51.01;2.00
500.00;1to2_1;51.01;51.01;4.00
501.00;1to2_0;0.00;50.45;0.00
501.00;1to2_1;0.00;50.84;0.00
502.00;1to2_0;0.00;49.62;0.00
502.00;1to2_1;0.00;49.46;0.00
503.00;;;;
504.00;;;;
505.00;;;;
506.00;;;;
507.00;;;;
508.00;;;;
509.00;;;;
510.00;;;;
511.00;;;;
512.00;;;;
513.00;;;;
514.00;;;;
515.00;;;;
516.00;;;;
517.00;;;;
518.00;;;;
519.00;;;;
520.00;;;;
521.00;;;;
522.00;;;;
523.00;;;;
524.00;;;;
525.00;;;;
526.00;;;;
527.00;;;;
528.00;;;;
529.00;;;;
530.00;;;;
531.00;;;;
532.00;;;;
533.00;;;;
534.00;;;;
535.00;;;;
536.00;;;;
537.00;;;;
538.00;;;;
539.00;1to2_0;0.00;5.69;0.00
540.00;1to2_0;5.69;5.69;1.00
541.00;1to2_0;5.69;5.69;2.00
542.00;1to2_0;5.69;5.69;3.00
543.00;1to2_0;5.69;5.69;4.00
544.00;1to2_0;5.69;5.69;5.00
545.00;1to2_0;5.69;5.69;6.00
546.00;1to2_0;5.69;5.69;7.00
547.00;1to2_0;5.69;5.69;8.00
548.00;1to2_0;5.69;5.69;9.00
549.00;1to2_0;5.69;5.69;10.00
549.00;1to2_1;0.00;6.11;0.00
550.00;1to2_0;5.69;13.20;11.00
550.00;1to2_1;6.03;6.03;1.00
551.00;1to2_0;13.19;13.19;12.00
551.00;1to2_1;6.01;13.61;2.00
552.00;1to2_0;13.19;13.19;13.00
552.00;1to2_1;13.55;13.55;3.00
553.00;1to2_0;13.19;13.19;14.00
553.00;1to2_1;13.52;13.52;4.00
554.00;1to2_0;13.19;13.19;15.00
554.00;1to2_1;13.51;13.51;5.00
555.00;1to2_0;13.19;13.19;16.00
555.00;1to2_1;13.50;13.50;6.00
556.00;1to2_0;13.19;13.19;17.00
556.00;1to2_1;13.50;13.50;7.00
557.00;1to2_0;13.19;13.19;18.00
557.00;1to2_1;13.50;21.08;8.00
558.00;1to2_0;13.19;13.19;19.00
558.00;1to2_1;21.04;21.04;9.00
559.00;1to2_0;13.19;20.83;20.00
559.00;1to2_1;21.00;21.00;10.00
560.00;1to2_0;13.19;20.71;21.00
560.00;1to2_1;21.00;21.00;11.00
